Project Code,Station ID,Sample ID,First Trigger Date,Collection_Date,Sample Type New,Collection Method,Depth,Depth Unit,Matrix,Test Number,Test Name,Storet Code,Method,Measure Date,Value,Sigfig Value,Uncertainty,MDL,PQL,RDL,Units,Remark Code,Flag,Receive Date,LIMS Number,Collection Agency,Source,Owner,Validation Level,Validator,Sampling Purpose,Data Investigation,T Depth,Upper Depth,Lower Depth,DCS(METERS),Filtration Date,Sample Type,QC Type,Discharge,Up/Down Stream,Weather Code,Program Type,NDEC,Sample Comments,Result Comments
EVER,TSB,1127,,3/18/1996 16:15,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.011,0.011,,,,,mg/L,,,,L5673-13,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,1139,,4/2/1996 15:05,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.037,0.037,,,,,mg/L,,,,L5750-12,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,1147,,5/6/1996 14:00,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.009,0.009,,,,,mg/L,,,,L5935-8,,WMD,WMD,,,,,,,,,,0,,1,2,0,MON,3,,
EVER,TSB,1159,,6/3/1996 16:00,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.011,0.011,,,,,mg/L,,,,L6095-11,,WMD,WMD,,,,,,,,,,0,,1,1,6,MON,3,,
EVER,TSB,Z1156,,7/9/1996 10:05,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,-0.004,-0.004,,,,,mg/L,,,,L6312-8,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3,,
EVER,TSB,1175,,8/6/1996 11:20,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.012,0.012,,,,,mg/L,,,,L6471-13,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,1188,,9/10/1996 11:45,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.004,0.004,,,,,mg/L,,,,L6673-13,,WMD,WMD,,,,,,,,,,0,,1,0,3,MON,3,,
EVER,TSB,1201,,10/15/1996 15:00,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,-0.004,-0.004,,,,,mg/L,,,,L6866-13,,WMD,WMD,,,,,,,,,,0,,1,0,5,MON,3,,
EVER,TSB,1203,,11/5/1996 8:10,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,-0.004,-0.004,,,,,mg/L,,,,L6989-2,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,COLOR cancelled by lab - not enough sample available for ana,
EVER,TSB,1227,,12/3/1996 15:07,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.016,0.016,,,,,mg/L,,,,L7142-13,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,GEORGE SCHARDT,
EVER,TSB,1277,,5/20/1997 7:48,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.007,0.007,,,,,mg/L,J,J,,L8010-9,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,possible TP Bias.
EVER,TSB,1279,,6/24/1997 7:28,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,-0.004,-0.004,,,,,mg/L,,,,L8191-2,,WMD,WMD,,,,,,,,,,0,,1,0,2,MON,3,"NH4,NOX sent to HBOI for analysis.",
EVER,TSB,1292,,7/29/1997 8:05,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,-0.004,-0.004,,,,,mg/L,,,,L8378-2,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3,TKN cancelled by lab - not enough sample available for analy,
EVER,TSB,1305,,8/19/1997 6:59,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,-0.004,-0.004,,,,,mg/L,,,,L8515-2,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,"NH4,NOX sent to PPB for analysis. CA,K,NA,MG sent to HB for",
EVER,TSB,1318,,9/16/1997 7:15,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,-0.003,-0.003,,,,,mg/L,U,,,74894002,,HBEL,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,1331,,10/7/1997 7:00,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.011,0.011,,,,,mg/L,,,,L8819-2,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,"CA,K,MG,NA SENT TO HARBOR BRANCH LABORATORY.   time due to m",
EVER,TSB,1344,,11/4/1997 8:00,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.006,0.006,,,,,mg/L,,,,L8979-2,,WMD,WMD,,,,,,,,,,0,,1,0,4,MON,3,"CA,K,MG,NA SENT TO HARBOR BRANCH LABORATORY.",
EVER,TSB,1357,,12/9/1997 9:12,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,-0.004,-0.004,,,,,mg/L,,,,L9180-2,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,"CA,K,MG,NA SENT TO HARBOR LAB FOR ANALYSIS.",
EVER,TSB,1370,,1/6/1998 0:00,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,-0.004,-0.004,,,,,mg/L,,,,L9328-2,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3,conductivity probe not working,
EVER,TSB,1383,,2/3/1998 9:28,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.005,0.005,,,,,mg/L,,,,L9481-2,,WMD,WMD,,,,,,,,,,0,,1,0,4,MON,3,,
EVER,TSB,1396,,3/17/1998 8:25,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,-0.004,-0.004,,,,,mg/L,,,,L9750-2,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,1409,,4/14/1998 9:00,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.005,0.005,,,,,mg/L,,,,L9931-2,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3,,
EVER,TSB,1422,,5/12/1998 10:30,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,-0.004,-0.004,,,,,mg/L,,,,L10089-2,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,1444,,6/9/1998 13:40,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.005,0.005,,,,,mg/L,,,,L10273-11,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,1457,,7/21/1998 11:30,SAMP,UNK,0,,GW,25,"PHOSPHATE, TOTAL AS P",,,,0.006,0.006,,,,,mg/L,,,,L10526-11,,WMD,WMD,,,,,,,,,,2,,0,0,1,MON,3,,
EVER,TSB,1467,,8/17/1998 14:30,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.004,0.004,,,,,mg/L,,,,L10696-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,1483,,9/15/1998 11:30,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.006,0.006,,,,,mg/L,,,,L10885-11,,WMD,WMD,,,,,,,,,,0,,1,0,6,MON,3,,
EVER,TSB,1496,,10/19/1998 11:20,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.004,0.004,,,,,mg/L,,,,L11092-11,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,1509,,11/9/1998 12:29,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.007,0.007,,,,,mg/L,,,,L11232-11,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,1519,,12/8/1998 12:55,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.004,0.004,,,,,mg/L,,,,L11417-8,,WMD,WMD,,,,,,,,,,0,,0,0,0,MON,3,"12/08/98, field data measured by ORION, DO units in mg/l,pre",
EVER,TSB,1535,,1/25/1999 12:40,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,0.005,0.005,,,,,mg/L,,,,L11698-11,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,1548,,2/22/1999 13:20,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,,-0.004,-0.004,,,,,mg/L,,,,L11893-11,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P1365-8,,6/22/1999 12:04,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",,,7/20/1999 17:34,-0.004,-0.004,,0.004,,0.004,mg/L,,,6/23/1999 0:00,L12627-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P1593-8,,7/20/1999 12:42,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",,,8/12/1999 17:13,-0.004,-0.004,,0.004,,0.004,mg/L,,,7/21/1999 0:00,L12800-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,"samples were placed in wrong type of bottles , i.e. Hg in di",
EVER,TSB,P1747-8,,8/31/1999 12:45,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",,,9/2/1999 13:43,-0.004,-0.004,,0.004,,0.004,mg/L,,,9/1/1999 0:00,L13046-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,PRIORITY,
EVER,TSB,P2283-8,,9/27/1999 9:30,SAMP,G,0.13,,SW,25,"PHOSPHATE, TOTAL AS P",,,9/30/1999 17:57,0.004,0.004,,0.004,,0.004,mg/L,,,9/28/1999 0:00,L13199-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,NO HYDRO DATA...SAMPLE COLL ONLY,
EVER,TSB,P2410-8,,10/25/1999 14:30,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",,,11/5/1999 10:33,-0.004,-0.004,,0.004,,0.004,mg/L,,,10/26/1999 0:00,L13414-8,,WMD,WMD,,,,,,,,,,0,,1,1,0,MON,3,GOOD FLOW,
EVER,TSB,P2690-8,,11/9/1999 10:30,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,11/12/1999 15:53,0.006,0.006,,0.004,,0.004,mg/L,,,11/9/1999 0:00,L13508-8,,WMD,WMD,,,,,0,,,,,0,,1,0,1,MON,3,sample only no measurement taken see p2690-14,
EVER,TSB,P2966-8,,12/7/1999 9:40,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",,,12/9/1999 15:58,0.004,0.004,,0.004,,0.004,mg/L,,,12/8/1999 0:00,L13678-8,,WMD,WMD,,,,,0,,,,,0,,1,0,1,MON,3,sample only taken see P2966-14 for field measure,
EVER,TSB,P3168-8,,1/24/2000 8:10,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",,,2/3/2000 15:52,0.004,0.004,,0.004,,0.004,mg/L,,,1/25/2000 0:00,L13959-8,,WMD,WMD,,,,,,,,,,0,,1,0,3,MON,3,"ORIGINAL SITE INACCESSIBLE DUE TO CONSRTUCTION, USED STRUCTU",
EVER,TSB,P3709-8,,2/15/2000 8:07,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",,,2/17/2000 15:52,-0.004,-0.004,,0.004,,0.004,mg/L,,,2/16/2000 0:00,L14094-8,,WMD,WMD,,,,,,,,,,0,,1,0,4,MON,3,"tothg bottles recalled,new bottles not redelivered",
EVER,TSB,P4741-8,,6/13/2000 6:25,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",,,6/23/2000 20:50,0.006,0.006,,0.004,,0.004,mg/L,,,6/14/2000 0:00,L14930-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,"original site inaccesible due to new bridge construction,sam",
EVER,TSB,P4742-8,,7/18/2000 6:18,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",,,7/20/2000 17:19,0.005,0.005,,0.004,,0.004,mg/L,,,7/19/2000 0:00,L15165-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P5029-8,,8/22/2000 7:52,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,8/25/2000 0:00,0.004,0.004,,0.004,,0.004,mg/L,,,8/23/2000 0:00,L15409-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,processed 0820 = time on tag,
EVER,TSB,P5030-8,,9/26/2000 6:42,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,10/11/2000 10:42,-0.004,-0.004,,0.004,,0.004,mg/L,U,,9/27/2000 0:00,L15658-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P5031-8,,10/17/2000 6:36,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,10/24/2000 12:05,-0.004,-0.004,,0.004,,0.004,mg/L,U,,10/18/2000 0:00,L15832-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P6628-8,,11/14/2000 7:23,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,11/20/2000 9:08,-0.004,-0.004,,0.004,,0.004,mg/L,U,,11/15/2000 0:00,L16027-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,site 15a 4x8 box culvert structure 20 about 800+- west of th,
EVER,TSB,P7842-8,,6/12/2001 12:45,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,6/18/2001 8:46,0.008,0.008,,0.004,,0.004,mg/L,I,,6/13/2001 0:00,L17337-8,,WMD,WMD,,,,,,,,,,0,,2,0,1,MON,3,"0 to marginal flow, water clear",
EVER,TSB,P7843-8,,7/17/2001 15:05,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,7/23/2001 11:44,0.011,0.011,,0.004,,0.004,mg/L,I,,7/18/2001 0:00,L17582-8,,WMD,WMD,,,,,,,,,,0,,1,0,2,MON,3,6 liter marginal flow,
EVER,TSB,P8917-8,,8/7/2001 6:30,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,8/15/2001 7:51,-0.004,-0.004,,0.004,,0.004,mg/L,U,,8/8/2001 0:00,L17771-8,,WMD,WMD,,,,,,,,,,0,,1,1,1,MON,3,,
EVER,TSB,P8919-8,,9/18/2001 6:35,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,9/24/2001 8:44,-0.004,-0.004,,0.004,,0.004,mg/L,U,,9/19/2001 0:00,L18083-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P8920-8,,10/9/2001 7:02,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,10/12/2001 11:39,-0.004,-0.004,,0.004,,0.004,mg/L,U,,10/10/2001 0:00,L18238-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P8921-8,,11/20/2001 8:00,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,11/28/2001 8:23,-0.004,-0.004,,0.004,,0.004,mg/L,U,,11/21/2001 0:00,L18524-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,Priority samples. Short holding times.,
EVER,TSB,P8922-8,,12/11/2001 7:50,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,12/18/2001 9:17,-0.004,-0.004,,0.004,,0.004,mg/L,U,,12/12/2001 0:00,L18658-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P10557-8,,1/16/2002 7:44,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,1/22/2002 10:38,-0.004,-0.004,,0.004,,0.004,mg/L,U,,1/17/2002 0:00,L18854-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P10558-8,,2/20/2002 7:55,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,2/25/2002 13:57,0.005,0.005,,0.004,,0.004,mg/L,I,,2/21/2002 0:00,L19083-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,s side of bridge ( downstream side),
EVER,TSB,P10944-8,,3/19/2002 7:59,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,3/26/2002 11:08,0.014,0.014,,0.004,,0.004,mg/L,I,,3/20/2002 0:00,L19242-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P11111-7,,4/16/2002 6:58,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,4/18/2002 8:41,0.028,0.028,,0.004,,0.004,mg/L,,,4/17/2002 0:00,L19426-7,,WMD,WMD,,,,,,,,,,0,,2,0,1,MON,3,no flow,
EVER,TSB,P11113-8,,6/12/2002 7:31,SAMP,G,0.4,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,6/17/2002 10:12,0.006,0.006,,0.004,,0.004,mg/L,I,,6/13/2002 9:14,L19819-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P12198-8,,7/22/2002 7:20,SAMP,G,0.7,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,7/31/2002 9:38,-0.004,-0.004,,0.004,,0.004,mg/L,U,,7/23/2002 10:31,L20114-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,DO probe showing E7= error= membrane problem. DO may not be,
EVER,TSB,P12199-8,,8/12/2002 7:08,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,8/14/2002 8:50,-0.004,-0.004,,0.004,,0.004,mg/L,U,,8/13/2002 9:15,L20268-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P12200-8,,9/11/2002 7:50,SAMP,G,0,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,9/17/2002 11:23,0.002,0.002,,0.002,,0.002,mg/L,I,,9/12/2002 9:29,L20503-8,,WMD,WMD,,,,,0,,,,,0,,0,0,0,MON,3,,
EVER,TSB,P12201-8,,10/16/2002 7:50,SAMP,G,0.4,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,10/17/2002 17:36,0.003,0.003,,0.002,,0.002,mg/L,I,,10/17/2002 9:28,L20763-8,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P12202-8,,11/20/2002 7:20,SAMP,G,0.15,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,11/26/2002 12:41,0.005,0.005,,0.002,,0.002,mg/L,I,,11/21/2002 9:27,L21023-7,,WMD,WMD,,,,,,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P13302-8,,12/11/2002 7:27,SAMP,G,0.1,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,12/17/2002 10:08,0.007,0.007,,0.002,,0.002,mg/L,I,,12/12/2002 9:34,L21176-8,,WMD,WMD,,,,,0.56,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P13304-8,,1/13/2003 7:42,SAMP,G,0.15,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,1/28/2003 9:06,0.005,0.005,,0.002,,0.002,mg/L,V,V,1/14/2003 9:54,L21387-8,ENP,WMD,WMD,,,,,0.52,,,,,0,,1,0,1,MON,3,,SAMPLE ASSOCIATED WITH POSITIVE FCEB.
EVER,TSB,P13527-8,,4/21/2003 8:31,SAMP,G,0.2,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,4/23/2003 9:17,0.006,0.006,,0.002,,0.002,mg/L,I,,4/22/2003 10:17,L22088-7,,WMD,WMD,,,,,0.56,,,,,0,,0,0,0,MON,3,,
EVER,TSB,P13528-7,,5/19/2003 8:12,SAMP,G,0.15,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,5/21/2003 13:16,0.006,0.006,,0.002,,0.002,mg/L,I,,5/20/2003 10:00,L22260-5,,WMD,WMD,,,,,0.66,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P13530-7,,6/18/2003 7:58,SAMP,G,0.15,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,6/23/2003 10:02,0.005,0.005,,0.002,,0.002,mg/L,I,,6/19/2003 9:23,L22494-7,,WMD,WMD,,,,,0.5,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P13529-8,,7/14/2003 8:30,SAMP,G,0.12,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,7/17/2003 10:06,0.008,0.008,,0.002,,0.002,mg/L,,,7/15/2003 10:16,L22672-8,,WMD,WMD,,,,,0.42,,,,,0,,1,0,1,MON,3,"Cl, Color, NO2, OPO4, and SO4 sample was preserved with H2SO",
EVER,TSB,P13531-7,,8/11/2003 7:46,SAMP,G,0.1,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,8/14/2003 10:32,0.009,0.009,,0.002,,0.002,mg/L,,,8/12/2003 10:20,L22887-7,,WMD,WMD,,,,,0.65,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P16235-7,,9/10/2003 7:33,SAMP,G,0.15,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,9/16/2003 15:10,0.003,0.003,,0.002,,0.002,mg/L,I,,9/11/2003 9:19,L23149-7,ENP,WMD,WMD,,,,,0.55,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P13532-8,,10/15/2003 7:48,SAMP,G,0.2,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,10/23/2003 11:01,0.003,0.003,,0.002,,0.002,mg/L,I,,10/16/2003 9:26,L23439-8,ENP,WMD,WMD,,,,,0.53,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P16236-7,,11/17/2003 8:00,SAMP,G,0.15,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,11/21/2003 12:35,0.012,0.012,,0.002,,0.002,mg/L,V,V,11/18/2003 9:35,L23628-7,ENP,WMD,WMD,,,,,0.64,,,,,0,,1,0,1,MON,3,,SAMPLE ASSOCIATED W/ POSITIVE FCEB.
EVER,TSB,P16237-7,,12/17/2003 7:50,SAMP,G,0.15,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,12/22/2003 12:38,0.003,0.003,,0.002,,0.002,mg/L,I,,12/18/2003 11:40,L23826-7,ENP,WMD,WMD,,,,,0.56,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P17462-8,,1/14/2004 8:20,SAMP,G,0.15,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,1/21/2004 12:07,0.003,0.003,,0.002,,0.002,mg/L,I,,1/15/2004 10:16,L24003-8,ENP,WMD,WMD,,,,,0.69,,,,,0,,0,0,0,MON,3,,
EVER,TSB,P16238-7,,2/11/2004 7:59,SAMP,G,0.15,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,2/23/2004 10:12,0.006,0.006,,0.002,,0.002,mg/L,I,,2/12/2004 11:39,L24195-7,ENP,WMD,WMD,,,,,0.73,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P18251-7,,3/10/2004 8:04,SAMP,G,0.15,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,3/16/2004 10:16,0.01,0.01,,0.002,,0.002,mg/L,,,3/11/2004 9:37,L24368-7,ENP,WMD,WMD,,,,,0.58,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P18260-8,,7/21/2004 8:55,SAMP,G,0.1,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,7/29/2004 13:30,0.012,0.012,,0.002,,0.002,mg/L,,,7/22/2004 9:26,L25239-8,ENP,WMD,WMD,,,,,0.64,,,,,0,,1,0,1,MON,3,,
EVER,TSB,P18254-7,,8/18/2004 8:00,SAMP,G,0.1,,SW,25,"PHOSPHATE, TOTAL AS P",665,SM4500PF,8/23/2004 9:57,0.005,0.005,,0.002,,0.002,mg/L,I,,8/19/2004 9:25,L25445-7,ENP,WMD,WMD,,,,,0.55,,,,,0,,1,0,1,MON,3,,
